﻿CODGEO;Libellé commune ou ARM;Région;Département;Population en 2012;Population en 2007;Superficie;Naissances entre 2007 et 2012;Décès entre 2007 et 2012;Ménages en 2012;Nombre de naissances domiciliées en 2013;Nombre de décès domiciliés en 2013;Logements en 2012;Résidences principales en 2012;Rés secondaires et logts occasionnels en 2012;Logements vacants en 2012;Rés princ occupées Propriétaires en 2012;Nombre de ménages fiscaux en 2012;Part des ménages fiscaux imposés  en 2012;Médiane du revenu disponible par UC en 2012;Taux de pauvreté en 2012;Emplois au LT en 2012;Emplois salariés au LT en 2012;Emplois au LT en 2007;Pop 15-64 ans en 2012;Chômeurs 15-64 ans en 2012;Actifs 15-64 ans en 2012;Total des ets actifs au 31 décembre 2012;Ets actifs agriculture au 31/12/2012;Ets actifs industrie au 31/12/2012;Ets actifs construction au 31/12/2012;Ets actifs commerce services au 31/12/2012;Ets actifs commerce réparation auto au 31/12/2012;Ets actifs adm publique au 31/12/2012;Ets actifs de 1 à 9 salariés au 31 décembre 2012;Ets actifs 10 salariés ou plus au 31 décembre 2012;coordonnees;Métropole
2B093;Corbara;94;2B;981.0;914.0;10.19;27.0;26.0;443.0;9.0;11.0;1024.0;443.0;576.0;5.0;327.0;389.0;;19362.0;;389.34171093;285.284068247;321.311155024;587.0;38.0;403.0;167.0;12.0;6.0;27.0;117.0;41.0;5.0;42.0;7.0;42.6171380337, 8.90165227126;
2B340;Velone-Orneto;94;2B;110.0;110.0;12.34;7.0;9.0;50.0892857143;5.0;2.0;87.7217643468;50.0892857143;37.6324786325;0.0;30.4464285714;;;;;25.7473494826;16.9080637683;26.030739809;73.6607142857;9.82142857143;57.9464285714;20.0;10.0;0.0;4.0;4.0;2.0;2.0;6.0;0.0;42.3913143891, 9.45150821019;
2B246;La Porta;94;2B;210.0;240.0;5.16;7.0;21.0;100.4784689;2.0;0.0;186.350263771;100.4784689;80.8205128205;5.05128205128;73.3492822967;88.0;;15637.0;;106.497428727;92.2753365638;80.4890619242;126.602870813;13.0622009569;76.3636363636;43.0;6.0;0.0;11.0;21.0;3.0;5.0;9.0;3.0;42.4241824082, 9.35847182054;
2A118;Fozzano;94;2A;197.0;192.0;19.59;10.0;12.0;91.605;2.0;1.0;174.605;91.605;67.0;16.0;48.265;76.0;;15052.0;;33.5545487649;21.7345487649;48.7811094874;135.93;13.79;104.41;38.0;5.0;2.0;7.0;21.0;3.0;3.0;3.0;0.0;41.6987815052, 8.98770991864;
2B233;Pino;94;2B;148.0;176.0;7.04;3.0;17.0;76.0;0.0;1.0;236.0;76.0;158.0;2.0;61.0;71.0;;16616.6666667;;23.2782373519;16.2782373519;29.0601141481;76.0;7.0;45.0;17.0;1.0;1.0;3.0;11.0;3.0;1.0;7.0;0.0;42.905435593600004, 9.35409723128;
2B256;Rapaggio;94;2B;21.0;18.0;2.56;0.0;0.0;9.45;1.0;0.0;39.1244186047;9.45;29.6744186047;0.0;6.3;;;;;22.7127182333;22.7127182333;6.98722159567;9.45;0.0;5.25;5.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;42.3752462314, 9.38418728241;
2A062;Carbuccia;94;2A;347.0;316.0;14.35;11.0;18.0;161.516516517;5.0;6.0;244.637728638;161.516516517;60.7424242424;22.3787878788;109.414414414;131.0;;17692.6666667;;34.7134783792;25.3351000008;41.5031145383;220.912912913;19.7987987988;160.474474474;43.0;8.0;3.0;6.0;21.0;3.0;5.0;4.0;2.0;42.0302927596, 8.93626600653;
2A065;Cargèse;94;2A;1263.0;1137.0;45.99;49.0;57.0;562.0;9.0;13.0;1625.0;562.0;1010.0;53.0;357.0;461.0;;16533.5;;406.342469388;239.583345093;348.249454784;784.0;82.0;545.0;258.0;36.0;11.0;31.0;159.0;40.0;21.0;56.0;2.0;42.1544254567, 8.62659836115;
2B166;Monte;94;2B;622.0;510.0;14.91;21.0;12.0;240.033557047;4.0;5.0;373.256486983;240.033557047;88.8152866242;44.4076433121;113.755033557;188.0;;15613.8095238;;77.6596920264;38.1713141321;60.3451142821;433.104026846;30.2651006711;284.909395973;46.0;10.0;2.0;11.0;21.0;3.0;2.0;13.0;0.0;42.4830064392, 9.40129428843;
2B296;Sant'Antonino;94;2B;107.0;91.0;4.1;0.0;8.0;50.185840708;2.0;1.0;128.103244838;50.185840708;76.9786402246;0.938763905178;38.8230088496;;;;;24.0171614965;6.93352841079;17.667707754;61.5486725664;4.73451327434;46.3982300885;31.0;5.0;0.0;6.0;17.0;3.0;3.0;2.0;1.0;42.5845277906, 8.90827098079;
2A247;Porto-Vecchio;94;2A;10064.0;11326.0;168.65;904.0;489.0;4178.45537366;175.0;91.0;10328.6581492;4178.45537366;6024.62085711;125.58191848;1641.70027012;4967.0;61.6084057385;17465.6;22.54383;5744.45253138;4717.62242233;5619.44150977;6541.44504624;608.124433437;4603.2843478;3080.0;85.0;130.0;633.0;1994.0;541.0;238.0;770.0;123.0;41.5924932873, 9.25363087024;
2B354;Vivario;94;2B;498.0;515.0;79.28;14.0;51.0;204.743198882;2.0;9.0;416.076532215;204.743198882;152.312312312;59.021021021;111.280305876;140.0;;17817.8548387;;176.69831338;148.079572638;195.125643743;258.285854223;17.455734255;169.831730372;48.0;4.0;0.0;7.0;30.0;6.0;7.0;9.0;1.0;42.1523820761, 9.12065538823;
2A098;Coti-Chiavari;94;2A;737.0;705.0;63.33;23.0;51.0;352.133243607;4.0;7.0;1047.2383552;352.133243607;679.95295657;15.1521550211;291.625841184;328.0;;20632.6086957;;147.171867743;80.7462372448;118.853914869;428.511440108;37.6931359354;298.569313594;124.0;11.0;5.0;24.0;80.0;8.0;4.0;26.0;1.0;41.769023404, 8.75300439301;
2B082;Castineta;94;2B;51.0;54.0;9.15;0.0;1.0;23.1818181818;0.0;1.0;59.8418181818;23.1818181818;36.66;0.0;19.4727272727;;;;;5.81326424824;3.9587187937;5.04348291495;34.3090909091;1.85454545455;15.7636363636;12.0;5.0;1.0;2.0;3.0;0.0;1.0;1.0;0.0;42.4281629327, 9.27331954769;
2B046;Cagnano;94;2B;184.0;196.0;14.72;6.0;18.0;99.5764705882;0.0;4.0;281.389142765;99.5764705882;155.981363561;25.8313086152;81.1764705882;86.0;;14145.0;;22.1000107021;8.65882352941;28.3151366934;92.0;11.9058823529;58.4470588235;25.0;7.0;1.0;1.0;14.0;2.0;2.0;3.0;0.0;42.8719957241, 9.44402317459;
2B036;Bigorno;94;2B;78.0;79.0;8.94;1.0;2.0;42.0;0.0;0.0;90.0;42.0;42.0;6.0;35.0;;;;;15.9008445092;2.0;5.0;44.0;1.0;25.0;16.0;5.0;0.0;4.0;6.0;3.0;1.0;1.0;0.0;42.5310349596, 9.30225902799;
2A268;Sampolo;94;2A;58.0;57.0;7.14;3.0;5.0;33.0;0.0;1.0;117.0;33.0;63.0;21.0;23.0;;;;;9.00532515348;1.0;8.0;34.0;5.0;26.0;10.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;0.0;41.9468987764, 9.12053513385;
2B138;Lavatoggio;94;2B;142.0;137.0;6.86;19.0;31.0;71.0;3.0;0.0;160.424;71.0;72.864;16.56;36.0298507463;61.0;;15377.1428571;;30.1268158103;14.4754385597;22.1251128544;86.8955223881;9.53731343284;63.5820895522;22.0;4.0;1.0;5.0;10.0;1.0;2.0;6.0;1.0;42.5733311886, 8.86153291586;
2A038;Bilia;94;2A;48.0;49.0;7.43;0.0;3.0;26.0869565217;1.0;0.0;60.6353436185;26.0869565217;26.4193548387;8.12903225806;12.5217391304;;;;;2.08695652174;1.04347826087;;24.0;3.13043478261;21.9130434783;8.0;1.0;0.0;1.0;4.0;1.0;2.0;0.0;0.0;41.6222677793, 8.90493830672;
2B067;Carpineto;94;2B;29.0;24.0;2.44;0.0;1.0;17.4;0.0;0.0;60.2936170213;17.4;36.7659574468;6.12765957447;13.5333333333;;;;;5.8;0.966666666667;2.82692307692;16.4333333333;0.966666666667;12.5666666667;3.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;42.3559945667, 9.37993794819;
2B047;Calacuccia;94;2B;296.0;333.0;18.77;14.0;41.0;133.987298499;1.0;2.0;373.741774202;133.987298499;212.685421995;27.0690537084;92.5379903302;130.0;;13497.3333333;;105.948544731;66.7728386473;99.7014553342;167.796325897;6.74756179491;105.140394944;82.0;23.0;7.0;8.0;39.0;9.0;5.0;11.0;1.0;42.3232788863, 9.0338481491;
2A271;Sarrola-Carcopino;94;2A;2219.0;1861.0;27.01;120.0;99.0;714.728325107;23.0;21.0;860.714857094;714.728325107;74.6397306397;71.3468013468;522.09098174;772.0;66.4072632944;19753.6;14.01761;2456.89166249;2185.70571902;1595.15618286;1453.06149054;97.3187976088;1078.65826711;600.0;44.0;51.0;136.0;319.0;143.0;50.0;171.0;83.0;42.0010171951, 8.83437893445;
2A254;Quenza;94;2A;206.0;235.0;95.67;6.0;10.0;104.617801047;0.0;7.0;625.356262586;104.617801047;483.542857143;37.1956043956;70.1047120419;104.0;;16053.2;;76.4875710234;48.3258440391;67.8449421343;125.109947644;14.0209424084;92.7539267016;60.0;11.0;1.0;6.0;36.0;5.0;6.0;13.0;0.0;41.8077584567, 9.2009533879;
2B029;Barbaggio;94;2B;243.0;206.0;10.86;18.0;10.0;88.0;5.0;2.0;150.0;88.0;62.0;0.0;69.0;81.0;;19971.1111111;;21.8991572833;11.8991572833;21.1530589423;168.0;18.0;127.0;31.0;8.0;2.0;4.0;15.0;3.0;2.0;5.0;0.0;42.6841491468, 9.36802297003;
2B033;Bastia;94;2B;43479.0;43315.0;19.38;2080.0;1963.0;18681.6765983;355.0;399.0;19406.4464885;18681.6765983;237.630544565;487.139345683;6658.36888365;16322.0;51.7084841421;16740.0;24.49991;21385.3119229;18069.111609;20878.5307807;27810.7057527;2592.02150663;18316.593969;5536.0;39.0;236.0;697.0;3723.0;1005.0;841.0;1435.0;282.0;42.6864768806, 9.42502133338;
2B057;Canale-di-Verde;94;2B;355.0;330.0;14.61;8.0;14.0;151.717877095;4.0;1.0;291.689305666;151.717877095;139.971428571;0.0;96.187150838;118.0;;18850.9756098;;59.3204551449;26.6383851674;35.1658685082;220.139664804;19.8324022346;138.826815642;48.0;15.0;5.0;5.0;19.0;3.0;4.0;8.0;1.0;42.2649423913, 9.50202161228;
2A011;Altagène;94;2A;48.0;50.0;4.77;0.0;3.0;27.1304347826;1.0;0.0;64.7971014493;27.1304347826;37.6666666667;0.0;19.8260869565;;;;;10.3261866823;4.09974560419;6.8627450980399995;30.2608695652;3.13043478261;18.7826086957;7.0;1.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;41.7091975922, 9.07705100575;
2A359;Zicavo;94;2A;231.0;245.0;93.02;8.0;21.0;113.0;2.0;3.0;267.0;113.0;112.0;42.0;70.0;108.0;;15628.0;;63.6204509462;42.5386976219;52.9699088696;140.0;12.0;88.0;50.0;17.0;1.0;2.0;25.0;7.0;5.0;11.0;0.0;41.8845132229, 9.1668409674;
2B273;Scata;94;2B;49.0;44.0;2.8;2.0;2.0;23.0;0.0;0.0;56.0;23.0;32.0;1.0;16.0;;;;;6.97066219062;1.97066219062;2.97585338996;30.0;0.0;17.0;11.0;2.0;0.0;4.0;3.0;1.0;2.0;1.0;0.0;42.4221587053, 9.40486548787;
2A272;Sartène;94;2A;3418.0;3055.0;200.4;151.0;198.0;1517.0;30.0;34.0;2257.40092166;1517.0;548.935483871;191.465437788;761.795520434;1273.0;52.4034672971;16877.7777778;28.21606;1488.67904426;1152.14319848;1349.69269175;2095.27218592;147.025177736;1429.62480054;631.0;88.0;35.0;85.0;366.0;104.0;57.0;133.0;27.0;41.5718443328, 8.93538107497;
2A027;Azzana;94;2A;40.0;53.0;12.0;1.0;8.0;22.0;0.0;0.0;94.0;22.0;63.0;9.0;17.0;;;;;14.7063185151;14.7063185151;10.2316453986;26.0;0.0;13.0;11.0;3.0;0.0;2.0;4.0;1.0;2.0;1.0;0.0;42.1129499138, 8.93094346781;
2A021;Argiusta-Moriccio;94;2A;79.0;88.0;10.3;1.0;15.0;41.4268292683;0.0;2.0;135.125459405;41.4268292683;82.8493150685;10.8493150685;35.6463414634;;;;;6.85365853659;4.85365853659;11.342137693;30.8292682927;2.89024390244;21.1951219512;16.0;5.0;0.0;0.0;4.0;1.0;7.0;1.0;0.0;41.815640033, 9.0324658577;
2B013;Alzi;94;2B;18.0;15.0;2.74;2.0;3.0;10.8;0.0;0.0;15.2444444444;10.8;3.55555555556;0.888888888889;6.3;;;;;3.68628795299;0.986287952987;2.70568309976;14.4;1.8;7.2;3.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;42.312646335, 9.3147546564;
2B179;Novale;94;2B;53.0;52.0;4.88;1.0;19.0;27.0;0.0;0.0;59.0;27.0;32.0;0.0;17.0;;;;;10.9495889397;4.94736842105;17.8008956918;36.0;3.0;25.0;9.0;3.0;0.0;2.0;3.0;1.0;1.0;3.0;0.0;42.3048180295, 9.41089162229;
2A026;Azilone-Ampaza;94;2A;156.0;133.0;7.96;9.0;9.0;68.0;1.0;1.0;143.0;68.0;63.0;12.0;51.0;60.0;;15314.5833333;;18.0059875099;6.00299375493;12.0;86.0;6.0;60.0;15.0;6.0;2.0;2.0;4.0;1.0;1.0;3.0;0.0;41.8704409452, 9.01683572798;
2A142;Levie;94;2A;737.0;750.0;85.85;26.0;74.0;348.536035406;7.0;16.0;761.464366334;348.536035406;408.880013958;4.04831696989;229.972457379;296.0;;16135.8064516;;286.461674536;228.351763009;249.489121135;424.176312986;32.7071939383;269.834349991;118.0;21.0;7.0;14.0;62.0;18.0;14.0;24.0;8.0;41.6516390001, 9.11567295923;
2B255;Quercitello;94;2B;50.0;54.0;3.0;2.0;5.0;23.4042553191;0.0;0.0;59.0326706197;23.4042553191;35.6284153005;0.0;21.2765957447;;;;;12.4662575423;5.02848429838;4.82142857143;30.8510638298;5.31914893617;20.2127659574;13.0;5.0;2.0;1.0;4.0;1.0;1.0;1.0;1.0;42.4279847152, 9.34339471958;
2A326;Tolla;94;2A;111.0;119.0;25.45;2.0;11.0;62.8672566372;2.0;1.0;209.867256637;62.8672566372;145.0;2.0;40.2743362832;53.0;;20372.5;;14.8323110853;4.9333506935399996;14.069815275;69.7433628319;4.91150442478;46.1681415929;25.0;2.0;0.0;2.0;20.0;2.0;1.0;4.0;0.0;41.9682067011, 8.9690159805;
2A209;Peri;94;2A;1750.0;1516.0;23.65;82.0;64.0;724.0;15.0;12.0;915.0;724.0;146.0;45.0;514.0;652.0;;21289.047619;;209.661419944;140.844364362;167.495103567;1141.0;81.0;843.0;175.0;13.0;9.0;50.0;82.0;18.0;21.0;23.0;5.0;42.003934282, 8.91155032834;
2B068;Carticasi;94;2B;35.0;30.0;12.8;0.0;0.0;16.0;0.0;0.0;49.0;16.0;26.0;7.0;14.0;;;;;5.24671159088;3.21740102871;1.00675675676;9.0;0.0;4.0;5.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;42.3479242987, 9.30372029952;
2A100;Cristinacce;94;2A;57.0;60.0;20.45;4.0;5.0;31.5535714286;0.0;0.0;99.3498677249;31.5535714286;60.9184111648;6.87788513151;26.4642857143;;;;;10.1428571429;4.03571428571;8.94667781979;24.4285714286;2.03571428571;17.3035714286;10.0;3.0;0.0;0.0;5.0;0.0;2.0;1.0;0.0;42.2434011098, 8.85509262516;
2B184;Olcani;94;2B;84.0;58.0;14.25;0.0;7.0;39.9;0.0;0.0;78.3935064935;39.9;38.4935064935;0.0;32.55;;;;;2.1;0.0;1.94161626156;51.45;2.1;38.85;8.0;0.0;0.0;2.0;5.0;0.0;1.0;0.0;0.0;42.8060476882, 9.38654004779;
2B173;Muro;94;2B;235.0;263.0;7.92;6.0;13.0;127.0;0.0;8.0;339.0;127.0;200.0;12.0;91.0;116.0;;15451.0;;32.2508366145;14.28401197;54.2275936593;146.0;13.0;97.0;37.0;10.0;5.0;8.0;11.0;1.0;3.0;12.0;0.0;42.5460439114, 8.9171628153;
2A262;Rosazia;94;2A;55.0;55.0;19.72;1.0;4.0;26.4814814815;0.0;1.0;107.481481481;26.4814814815;76.0;5.0;22.4074074074;;;;;11.1429253003;4.03181418915;15.1099380395;21.3888888889;2.03703703704;14.2592592593;21.0;4.0;0.0;9.0;7.0;2.0;1.0;3.0;0.0;42.1258026167, 8.86199135489;
2B145;Loreto-di-Casinca;94;2B;230.0;249.0;8.1;9.0;14.0;103.394495413;1.0;2.0;207.250954743;103.394495413;86.5470494418;17.3094098884;67.5229357798;94.0;;16174.0;;49.7807953154;22.8774124159;50.8082542276;129.770642202;6.33027522936;85.4587155963;43.0;13.0;2.0;9.0;16.0;4.0;3.0;9.0;1.0;42.4764297797, 9.42503725117;
2B143;Linguizzetta;94;2B;1079.0;1015.0;64.79;32.0;30.0;483.046405823;8.0;6.0;2074.66842276;483.046405823;1591.62201694;0.0;250.359417652;320.0;;13894.5833333;;288.155034247;186.012925209;288.146879853;695.1155596;68.7261146497;457.519563239;304.0;48.0;21.0;20.0;208.0;19.0;7.0;38.0;7.0;42.2176450793, 9.51024497679;
2A358;Zévaco;94;2A;62.0;61.0;10.04;2.0;7.0;32.5245901639;0.0;1.0;77.221958585;32.5245901639;44.6973684211;0.0;23.3770491803;;;;;17.175322488;8.09553931931;17.2795102012;36.5901639344;2.03278688525;29.4754098361;18.0;12.0;0.0;0.0;5.0;1.0;1.0;2.0;0.0;41.8861101401, 9.04464465629;
2B303;San-Giuliano;94;2B;663.0;605.0;23.93;18.0;27.0;296.542803958;5.0;12.0;428.013861842;296.542803958;108.87446981;22.5965880739;175.800619936;221.0;;17788.8888889;;338.564613041;273.141521529;296.199570067;409.92438229;33.8078115261;278.556886074;138.0;43.0;8.0;13.0;69.0;28.0;5.0;31.0;5.0;42.2880809404, 9.52881178736;
2A132;Guargualé;94;2A;136.0;120.0;10.61;3.0;9.0;74.0;1.0;1.0;110.0;74.0;26.0;10.0;58.0;;;;;8.0;5.0;10.0;82.0;16.0;41.0;8.0;3.0;0.0;2.0;2.0;0.0;1.0;2.0;0.0;41.8276384979, 8.92761040252;
2B250;Prunelli-di-Casacconi;94;2B;156.0;161.0;6.02;5.0;9.0;78.5165562914;2.0;4.0;159.883446672;78.5165562914;61.5213073607;19.8455830196;44.4238410596;66.0;;20378.0;;24.3208815083;17.0890934288;13.0446215615;102.278145695;10.3311258278;79.5496688742;20.0;3.0;0.0;7.0;8.0;2.0;2.0;5.0;0.0;42.5104109341, 9.40561122356;
2A360;Zigliara;94;2A;139.0;137.0;12.85;1.0;8.0;72.9503546099;0.0;6.0;160.112516772;72.9503546099;65.8783783784;21.2837837838;61.1205673759;65.0;;21080.6666667;;18.706945002;6.9007092198599995;16.1763249086;71.9645390071;7.8865248227;48.304964539;22.0;8.0;0.0;4.0;7.0;2.0;3.0;1.0;0.0;41.8346717318, 8.9837582773;
2B337;Valle-di-Rostino;94;2B;114.0;126.0;15.6;1.0;15.0;56.0172413793;1.0;1.0;163.324933687;56.0172413793;105.320512821;1.98717948718;41.275862069;54.0;;14605.2173913;;22.5267868343;11.7164420067;16.32282521;81.5689655172;9.8275862069;49.1379310345;28.0;6.0;0.0;5.0;16.0;5.0;1.0;3.0;1.0;42.4600748824, 9.26425666892;
2B170;Morsiglia;94;2B;138.0;144.0;13.34;6.0;3.0;66.4060150376;1.0;2.0;244.961067828;66.4060150376;178.55505279;0.0;41.5037593985;57.0;;16567.0;;41.0352826043;28.6389313886;36.3042650835;91.3082706767;11.4135338346;58.1052631579;27.0;5.0;1.0;5.0;14.0;3.0;2.0;5.0;1.0;42.9359197477, 9.373477103879999;
2B042;Borgo;94;2B;7950.0;7030.0;37.78;499.0;246.0;2932.0;100.0;46.0;4561.6990835;2932.0;1426.76323829;202.935845214;1739.08088568;2597.0;60.9803164801;18663.0769231;17.91603;3771.19837937;3197.34985342;3401.97509037;5454.59559414;310.800432747;3637.22290511;1160.0;58.0;87.0;251.0;654.0;212.0;110.0;277.0;90.0;42.573930097, 9.45690314359;
2B225;Pietra-di-Verde;94;2B;111.0;129.0;8.79;1.0;17.0;57.4137931034;2.0;1.0;171.93529848;57.4137931034;114.521505376;0.0;42.1034482759;60.0;;12135.0;;11.4166014417;7.58901523478;20.342526211;51.6724137931;3.8275862069;27.75;10.0;4.0;0.0;1.0;4.0;0.0;1.0;1.0;0.0;42.2923417061, 9.44429684997;
2A070;Casaglione;94;2A;370.0;342.0;14.73;11.0;25.0;182.0;1.0;5.0;765.0;182.0;577.0;6.0;144.0;187.0;;19250.0;;91.6220718808;49.3540187202;85.8470927505;206.0;17.0;132.0;80.0;12.0;1.0;8.0;52.0;9.0;7.0;16.0;1.0;42.0695824094, 8.75999305453;
2B010;Algajola;94;2B;293.0;297.0;1.72;21.0;18.0;133.455479452;4.0;3.0;639.372146119;133.455479452;494.651315789;11.2653508772;63.2157534247;148.0;;20089.3333333;;117.333062004;83.8868050427;75.7039173971;178.609589041;18.0616438356;118.404109589;102.0;2.0;4.0;20.0;72.0;11.0;4.0;22.0;0.0;42.6050790894, 8.85735931464;
2B083;Castirla;94;2B;176.0;176.0;24.32;8.0;11.0;67.4491017964;1.0;4.0;130.605964542;67.4491017964;63.1568627451;0.0;43.2095808383;70.0;;16703.3333333;;22.5025004134;13.1136832924;21.7288983293;112.766467066;11.5928143713;73.7724550898;23.0;11.0;2.0;2.0;5.0;0.0;3.0;3.0;1.0;42.3685154876, 9.12608884402;
2A345;Vero;94;2A;506.0;451.0;23.39;21.0;13.0;204.0;5.0;4.0;300.0;204.0;79.0;17.0;144.0;166.0;;18063.5714286;;85.0950545403;66.0828302142;38.9815254086;317.0;29.0;233.0;57.0;16.0;3.0;8.0;27.0;5.0;3.0;9.0;1.0;42.0610612103, 8.92182128111;
2A004;Ajaccio;94;2A;66245.0;64432.0;82.03;3028.0;2873.0;27922.278234;548.0;626.0;32378.0388734;27922.278234;3077.23123575;1378.52940362;12904.8844969;25156.0;63.2945674685;19013.5;16.68936;34462.7975138;30239.7984281;32260.9877159;42534.1178483;3548.38941128;30718.6240837;8588.0;117.0;377.0;1006.0;5876.0;1590.0;1212.0;2177.0;502.0;41.9347926638, 8.70132275974;
2B329;Tralonca;94;2B;102.0;90.0;15.7;9.0;2.0;46.7102803738;2.0;0.0;85.0436137072;46.7102803738;35.3070175439;3.02631578947;32.411214953300004;;;;;15.4623534988;4.85981308411;13.6129032258;68.6355140187;4.76635514019;47.6635514019;20.0;11.0;0.0;2.0;4.0;0.0;3.0;1.0;0.0;42.3410940153, 9.19284463541;
2B055;Campitello;94;2B;120.0;101.0;8.22;2.0;11.0;62.6086956522;0.0;3.0;108.423128642;62.6086956522;39.5670103093;6.24742268041;51.1304347826;;;;;14.4199419973;7.18152484878;13.9533029525;65.7391304348;5.21739130435;33.3913043478;15.0;4.0;0.0;3.0;7.0;0.0;1.0;2.0;0.0;42.526148234, 9.3252006896;
2A270;Sari-d'Orcino;94;2A;321.0;305.0;22.09;10.0;22.0;136.836538462;1.0;2.0;273.977163462;136.836538462;128.953125;8.1875;85.39423076919999;113.0;;17817.5;;71.8381976765;51.2612745996;57.0661907415;209.884615385;18.5192307692;147.125;40.0;14.0;1.0;3.0;18.0;3.0;4.0;10.0;0.0;42.0648114999, 8.83377089939;
2A139;Lecci;94;2A;1419.0;1088.0;27.41;88.0;32.0;583.550558772;20.0;9.0;2316.71933514;583.550558772;1732.12658228;1.04219409283;314.782649087;443.0;;17518.5;;444.683210711;307.622128927;332.810266383;918.112279151;70.0678986339;661.893843847;284.0;11.0;10.0;58.0;189.0;38.0;16.0;64.0;9.0;41.6654830708, 9.31906773443;
2B193;Omessa;94;2B;536.0;579.0;24.4;25.0;34.0;237.898550725;7.0;5.0;460.898550725;237.898550725;185.169642857;37.8303571429;144.68115942;232.0;;16915.0;;92.5844248673;45.8617421943;79.8417897735;341.797101449;27.1884057971;234.985507246;69.0;20.0;1.0;11.0;31.0;7.0;6.0;9.0;2.0;42.3827760667, 9.19362569461;
2B243;Polveroso;94;2B;39.0;42.0;1.96;1.0;2.0;17.0;0.0;1.0;51.0;17.0;31.0;3.0;10.0;;;;;4.0;3.0;2.96428571429;21.0;0.0;16.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;42.4013407453, 9.36126897942;
2B113;Ficaja;94;2B;52.0;49.0;5.05;0.0;0.0;33.7037037037;0.0;1.0;91.1695671575;33.7037037037;57.4658634538;0.0;29.8518518519;;;;;3.85185185185;3.85185185185;3.00129756534;15.407407407400001;0.962962962963;7.7037037037000005;3.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;42.420940762, 9.37847639312;
2B096;Corte;94;2B;7280.0;6747.0;149.27;262.0;285.0;3493.0;56.0;78.0;4482.0;3493.0;487.0;502.0;1131.0;2294.0;55.0895587593;17553.0769231;22.87695;3520.30233449;3034.31138914;3200.08819547;5434.0;304.0;2645.0;930.0;55.0;44.0;92.0;621.0;167.0;118.0;251.0;43.0;42.2700703225, 9.0828946136;
2B217;Piazzole;94;2B;48.0;47.0;3.86;0.0;4.0;20.0;0.0;1.0;49.0;20.0;15.0;14.0;17.0;;;;;12.0363636364;4.03636363636;3.0447256242;32.0;1.0;22.0;6.0;4.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;42.3944129733, 9.40599362017;
2B140;Lento;94;2B;117.0;116.0;23.72;0.0;9.0;62.5344827586;1.0;2.0;168.182630907;62.5344827586;97.5987654321;8.04938271605;47.4051724138;;;;;5.04310344828;2.01724137931;7.85179148833;57.4913793103;2.01724137931;38.3275862069;6.0;2.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;42.5313679084, 9.2630678299;
2B073;Casamaccioli;94;2B;98.0;98.0;36.17;1.0;10.0;50.9215686275;0.0;0.0;207.18627451;50.9215686275;138.794117647;17.4705882353;46.1176470588;56.0;;16807.6923077;;20.2655480375;7.68942759535;21.4306565789;57.6470588235;3.8431372549000002;38.431372549;26.0;16.0;1.0;2.0;4.0;0.0;3.0;3.0;1.0;42.2828810078, 8.9950833348;
2B147;Lozzi;94;2B;122.0;130.0;30.79;3.0;12.0;57.0;1.0;0.0;217.0;57.0;137.0;23.0;49.0;52.0;;17245.3333333;;24.8516320667;8.96393739927;15.9608306699;61.0;4.0;46.0;19.0;13.0;0.0;2.0;3.0;0.0;1.0;2.0;0.0;42.3625664581, 8.98031669387;
2B199;Palasca;94;2B;153.0;134.0;49.56;6.0;7.0;79.3333333333;1.0;0.0;472.777777778;79.3333333333;386.400682012;7.04376243251;43.4444444444;57.0;;15053.0769231;;33.1592921969;13.8144565592;34.5178676335;97.2777777778;9.44444444444;72.7222222222;22.0;8.0;5.0;1.0;7.0;2.0;1.0;5.0;0.0;42.63006979, 9.05733396893;
2B301;San-Gavino-di-Tenda;94;2B;58.0;51.0;50.44;3.0;3.0;25.8769230769;0.0;1.0;53.8248397436;25.8769230769;23.1293103448;4.81860632184;21.4153846154;;;;;7.34332972192;2.77128205128;4.79894358276;29.4461538462;4.46153846154;24.9846153846;9.0;7.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;42.6530617344, 9.15172283351;
2B311;Santa-Maria-Poggio;94;2B;657.0;649.0;10.28;31.0;27.0;294.268801311;4.0;6.0;613.228909493;294.268801311;312.412539978;6.54756820313;183.187200816;266.0;;16692.8571429;;133.383118637;85.4597784264;132.428128535;420.195359237;39.9758398854;279.754560076;116.0;17.0;2.0;13.0;77.0;18.0;7.0;24.0;2.0;42.3499153056, 9.50880691499;
